Data do comentário,Nome do hóspede,Número da reserva,Título do comentário,Comentário positivo,Comentário negativo,Pontuação de comentários,Funcionários,Limpeza,Localização,Comodidades,Conforto,Relação preço-qualidade,Resposta do alojamento
15-05-2025,3396e1a15f34e30b87253591eb558bbe55cdde980ff0c4ad5220bf2becb34847,e427961075006e120d3939e6ccd7c81972b4daee9a2b5e61ec3c21f4e31aa5ad,We will be recommending this place to all our friends,"The staff could not do enough to make our stay memorable. Location central to  everything.
Wonderful room and very comfortable bed.",Not applicable,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Warren,
Where words fall short, ratings do the job! Thank you for such a gracious rating. We're very pleased that you appreciated not only our service, but also the location of the hotel and the bed. We hope to host you again in the near future and we are also very grateful to you for recommending our hotel to your friends
Warm Regards,
Alecrim Team"
15-05-2025,0c47f1db1fd29c29185d02093c2173064ae499e69e0c652705d56f3335353483,cf6f7ff97015a360a87b3e56bb979ac3aeb456f8570fe79f4d587ab292b521aa,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
15-05-2025,a976e628e98a6dce44e87fec6ee8f557a9191663992da550899fb39085ed841a,815ae046bfad0c2889888ac05b8475f4ac2d130d8e49ce9776384687e0ec7a5f,Exquisite ,"Absolutely delightful charming boutique hotel, comfortable and high-touch. Terrific location, amazing staff. We will be back!",My disabled husband had some trouble negotiating the ancient stone steps without handrails ,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear AJ,
We would like to thank you for taking yout time to give us your personalised feedback regarding your experience at Alecrim ao Chiado. We really appreciated your description of our hotel and are delighted that you had a wonderful time during your stay.We hope to host you again in the near future.
Warm Regards,
Alecrim Team"
16-05-2025,0aaf7d759a4cec70013d76c02e603ea7492deb10029c73b422d2b63cc95c935d,92d179317168d702c06c96f9b0fcba2de3057d979cf27912f03bd50d40f0d507,,Central location  with outstanding facilities,Nothing,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Garry,
Thank you so much for your exceptional rating.We appreciate your feedback and hope to have the opportunity to welcome you back in the future for another outstanding stay!
Kind Regards,
Alecrim Team"
16-05-2025,648cd9b9f0b7cf334d90c9dfdd10f7dd2398728ed48a62afb453c643d5fcd450,625b453dee48f8f840a38a64b297aec1013e5938e6bf0c4d272a0a5dbd144f21,,,,5,10.0,10.0,10.0,5.0,5.0,7.5,
17-05-2025,6a5d8b7b8563ca1102dff1cc8b648042d780cd2e5607e86cb19e91d5792010b1,1d70749904f87a9d430af160fe56ee7738485cb511fc9658f88895030882bd55,No hesitation to revisit.  Highly recommended to others.,Excellent location. Very friendly and helpful staff.  Good breakfast too.,"Street noise may get noisy at night sometimes but, OK. Not much hotel can do.  Still worth the stay.",10,10.0,10.0,10.0,7.5,10.0,10.0,"Dear Chun,
Thank you very much for giving us the highest rating and for your comments. Welcoming our guests is a top priority, so we're very pleased with your comment. Regarding the street noise, this is due to the fact that we are located in the city centre. Hope to have you with us again when you return to Lisbon.
Warm Regards,
Alecrim Team"
17-05-2025,553e7cf02d99f2429ae2a8068234af47200be7969bba0e99ea52f5f886f905c8,084b2d704486eb7a6272da7e9c7c507b38f121746d6db07ad6d1d3e601efaf71,Superb overnight stay,"What a lovely place ð. Perfect location, room beautiful, nothing too much trouble. Would strongly recommend and look forward to returning.",Nothing.,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Sharon,
Thank you very much for giving us the highest rating and for your comments. Your feedback is invaluable to us, and we're thrilled to have contributed to your memorable experience. We look forward to welcoming you back for another exceptional stay.
Warm Regards,
Alecrim Team"
17-05-2025,9345a35a6fdf174dff7219282a3ae4879790dbb785c70f6fff91e32fafd66eab,c640045827b13c1f77a296286d5944d4a4745388a69d65922bc8bce4b5888294,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
18-05-2025,1e9168867e5f1eaa3926db12f2588e518c956705d87657e6447f99ec7ecac0d5,9b57d8957a6ecea7586466b3a50c5ddcaeaa165f0357d4cb9e731162065cd6f4,Perfect place to stay in Lisbon,"The decor is beautiful, location is absolutely perfect, so clean and the staff were lovely, helpful and attentive.",Everything was perfect ,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Lizzy,
We're thrilled to hear that you enjoyed your stay with us and that we met your expectations. The title of your review left us completely overwhelmed, as did the perfect rating. We hope to welcome you back in the near future to make your stay at least as marvellous as this one.
Warm Regards,
Alecrim Team
"
18-05-2025,682b98b1f5daa8d0f34db005d3f3283d65812d7cff54e841d1587b90a15c132d,1e0883f76f6fd7ffe74076b1fa75243cef0a2d2b62050b89bcc39a7c91e80c6a,Perfeito ! Quero voltar e ficar mais tempo ,"Os funcionários foram extremamente atenciosos , meu voo atrasou e eles ficaram o tempo todo em comunicação pra me receberem tarde da noite ! ","Nada , tudo impecável ",10,10.0,10.0,10.0,10.0,10.0,10.0,"Estimada Sheila,
Ficámos maravilhados pelo facto de ter considerado a sua estadia como perfeita, ao ponto de querer voltar com mais tempo. A nossa equipa agradece os comentários elogiosos que nos fez. Foi um prazer tê-la conhecido, e, esperamos que o seu desejo de voltar num futuro próximo, se cumpra.
Saudações cordiais,
Alecrim Team
"
19-05-2025,3256660376043feb16abfb09ed4dfe57db57c5fcd0aba6003727a850645c741d,c50549817cc1b23d354a67832858186170ae4ef2f18e3d76412ad3c4aeff1a46,An Exceptional Boutique Hotel ,"A truly beautiful boutique hotel
Large comfortable room, beds, pillows, decor, cleanliness, ambiance. Perfect location to walk downhill to the train station or a short walk to the little tram stop
Delicious breakfast with eggs cooked to order & friendly ladies in the kitchen
The standout for us was the genuine care & helpfulness extended to us by Victor, Goncalo & Claudia. Ask them anything & they are so willing to help with recommendations for places to visit, how to get there, places to eat & all proved to be excellent suggestions 
We saw so much in such a short amount of time & all thanks to their wonderful help","Turning on the shower, for us was tricky
Just ask for a demo of how it all works
Ingenious really",10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Judi,
We would like to thank you for taking the time to give us your personalised feedback regarding your experience at Alecrim ao Chiado. Your glowing feedback made our day! We're dedicated to providing memorable experiences, and your satisfaction lets us know we're on the right track. We were very flattered not only by your review, but also for the warm comments about our team. We are delighted to have contributed to making your stay in Lisbon a memorable one. . We hope to host you again in the near future.
Warm Regards,
Alecrim Team"
19-05-2025,859e270ddc9686717666c0ef3e4a8fbba9a531edc9aaf823c21d695fa2a012ad,02e664617d83af1132102fb3171fa5945b22c3dbd4d0ac26ab37397ee973379f,,"Everything is amazing about this hotel.
Victor very helpful person..All stuff are fantastic ",,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Monika,
Thank you for your recent stay and for awarding us a perfect rating.We're dedicated to providing memorable experiences, and your satisfaction lets us know we're on the right track. We eagerly await your next visit.
Warm Regards,
Alecrim Team"
19-05-2025,792590be036e593f7c2e2b52b959100e0ed1343ae2c30761999bb74ef5760476,672dcc07406ebed71b951c68edfd13ba22cf94e40f9323d2d9aaddbd4df4df16,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
19-05-2025,689fb5f3d57afdfdf309732f805791ae2dfe9eca4c2d0d4da33a980247c9b78e,ebf866ed560cb05aeb79dc3412b2da2e353a55c7239f7fa8d162449f4d256808,,Excellent breakfast and location.,Access to toilet in room somewhat difficult.,8,10.0,10.0,10.0,7.5,10.0,10.0,"Dear Brendan,
Thank you very much for your comments about our breakfast and the hotel's location. We have taken note of your comment about the bathroom.We hope to host you again in the near future.
Kind Regards,
Alecrim Team"
20-05-2025,648cd9b9f0b7cf334d90c9dfdd10f7dd2398728ed48a62afb453c643d5fcd450,688084c563fe5e285e04802faea15e4f35f47982e5a59e60f1dee12909b3fa9f,,Sehr nettes Hotel in guter Lage,,8,10.0,7.5,7.5,7.5,7.5,7.5,"Dear François,
It was a pleasure meeting you and having you as our guest.Thank you very much for taking the time to give us your feedback on your stay. We hope to host you again in the near future.
Kind Regards,
Alecrim Team"
20-05-2025,ecd7605ea51a43fcc03564c0cbca93b5f02327601585df392b05f8073c6873d1,4dc180654b1873b6c76980d2dcda7bd72c888b8d9053acbdc74d0d8338e8bd11,,,,10,10.0,10.0,10.0,10.0,10.0,7.5,
21-05-2025,048a2730d09826f3ea1008af47bd8f1209c0eeb3a3a2ef7d2531bd053ea1eebc,24084a9fcb639de12fe2954ce71ece30f53bbe78afb63a38047c2a4e28339534,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
21-05-2025,4660c3e4c8287faa464926876a1a6ad2a414c2cc74f818ecb298a87f94be1fa0,02ad196029e24cdc0ccc541bcb9a26412915981a40066d023e9cab98741358dc,Amazing,Breakfast was fantastic. Great choices available. Location was central for walking to most attractions. Staff very attentive to all our needs. Would highly recommend.,A lack of power sockets in our room.,9,10.0,10.0,10.0,7.5,10.0,10.0,"Dear Claire,
Thank you for taking the time to share this positive rating! We are very grateful that we were able to provide you with a great stay in our city. We hope to host you again in the near future.
Warm Regards,
Gonçalo
"
22-05-2025,df59c257785d70706a411e70e123aff2844d6d57eb19f3a071afc8e019f5f2d8,67396558ba3eaa87313c7b8f9eb8f699de0e21d403091725c807c0e25e6e1722,Memorable experience and great time in Lisbon,Lovely Staff - very helpful and friendly. Awesome location - right near everything. Beautiful old building and well appointed rooms. Great Breakfast.,With the proximity to the tourism hotspot comes noise and as farmers we are not used to that - so the wine bar on the other side of the narrow street was an issue. needed to keep windows shut during the night.,9,10.0,10.0,10.0,10.0,7.5,10.0,"Dear Christian,
We're glad you enjoyed our staff, the breakfast, the decor and the location of the hotel. Regarding the noise coming from the restaurant, given that we're located in the historic city centre, sometimes there's a bit more noise coming from outside.We hope to host you again in the near future.
Kind Regards,
Gonçalo"
22-05-2025,1765e4a826079c9faad212876bf035ebde9354cd32ba2939094d713fa4c06694,5fd9e85a19909bed9a832e2943ac4ef77e02fc89776d6d9e86e3b752d0d52acd,Recommend ,,,9,10.0,10.0,10.0,10.0,10.0,7.5,"Dear PH, 
Thank you so much for your exceptional rating. We hope to host you again in the near future.
Warm Regards,
Alecrim Team"
22-05-2025,a8cfcd74832004951b4408cdb0a5dbcd8c7e52d43f7fe244bf720582e05241da,ea21a412f612960e5f7973b2f8a84e2142d416462d1e25436e453999e3322f36,Great,"Given a superior ground floor room as mobility issues.
Immaculate decor,bed,shower.
Very large room and extras ie water daily , milk for coffee/tea 
Good breakfast and very helpful friendly staff",Nothing,10,10.0,10.0,7.5,10.0,10.0,7.5,"Dear John,
First of all we would like to thank you for taking the time to write us such a detailed review of your stay. It was a great pleasure to have you as a guest and we are very grateful to have given you such a pleasant experience. 
Warm Regards,
Alecrim Team"
23-05-2025,a6b54c20a7b96eeac1a911e6da3124a560fe6dc042ebf270e3676e7095b95652,731480dd01eff2cd3716489f31122b4ffcfdcff9eb743bc5c9050926403502b6,Second stay at my favorite accommodation in Lisboa - it is delightful in every way.,Breakfast space and presentation is wonderful and and is an ideal start to a lovely day in vibrant Lisboa.,,10,10.0,10.0,10.0,10.0,10.0,7.5,"Dear David,
It was a great pleasure to have you as a guest again, and we're delighted that you enjoyed your stay once more. We hope to welcome you back for a third stay with us in the near future.
Warm Regards,
Alecrim Team
"
24-05-2025,90ae1a764e32daa9bd620702bbabded089798e967c1e1d59b8828fd994ed6cba,02c518d496791b675b6d57d2b71d3ce7fcaeefbe604f53ac089741678cd7eb28,,,,10,10.0,10.0,7.5,10.0,10.0,10.0,
25-05-2025,0d05845a31cfa01390dee7a91fb7c8ee2590fcee7875fa9a80583e307f10e4f7,c8400348fbef7c196f0fccbc48977b7f032e7a71ce0c347badb01b279a3ba196,"Comfortable room, excellent staff and breakfast.",,,10,10.0,10.0,10.0,10.0,10.0,7.5,"Dear Gregory,
We are very pleased that we were able to offer you a great stay. We would like to thank you for your kind words about the room, our staff and breakfast. 
Kind Regards,
Alecrim Team"
25-05-2025,09fb9ff32c5aa81bf3cd060e82f8bdfe6fa40b933c00a3b83094a4a6a9c1db24,f249c84682ef623a4d9733ad7d4d3df5cf4b707135adb24d3afbae182a3e28d5,,"Apart from a 24hr power black out of all of Portugal, that was in no ones control, our stay was fantastic. The staff are super friendly & will do there utmost to help you with anything you might need. The room was comfortable, clean & we loved the history & the little touches of its architecture. Breakfast was yummy & plentiful. It was positioned well & we could walk to most things we wanted to see or catch the near by train.",Nothing,9,10.0,10.0,10.0,7.5,10.0,10.0,"Dear Dana,
We are very glad that you enjoyed your stay, despite the general blackout that deprived the country of electricity on the day of your arrival. We were very flattered not only by your review, but also for the flattering comments about our team, breakfast and the architecture of the hotel. We are delighted to have contributed to making your stay in Lisbon a memorable one.
Warm Regards,
Alecrim Team"
25-05-2025,d3970a7fa040d69cf67ac4db89d2aae51c6b4e3584478ab7205e1e9c5fddb1b7,81074ccb4d5f44fa440d2b362cb870f793bcf144e0363a3cd0e159795fcf113d,"Very pleasant overall. Breakfast very good, and fresh  ",Location,Noisy at night. Did not realise that it might be a lively area late at night. ,8,10.0,7.5,7.5,7.5,7.5,7.5,"Dear Jeffrey,
It was a pleasure to have met you and to have you as our guest. Thank you very much for taking the time to give us your feedback on your stay.
Regarding the noise coming from the street, this is due to the fact that we are located in the city centre.
Kind Regards,
Alecrim Team

"
25-05-2025,06d6f85c05ee5aff58c5b24976e5cf33092392989ebbe11236667c6d7afe5f80,731a5cda66644ff0ba0eb1b545fd15dce7fa3226dc30cc286b953c44c0bb94b2,In pieno centro ,"Pulizia, cortesia e colazione perfetti ",Purtroppo manca insonorizzazione. Si sentono rumori provenienti dalle altre stanze e dal corridoio. ,8,10.0,10.0,10.0,10.0,10.0,7.5,"Dear Francesca,
Thank you very much for taking the time to give us your feedback on your stay. Our team appreciates your compliments and we have taken note of your less favourable comments regarding the noise,. We hope to have you with us again when you return to Lisbon.
Kind Regards,
Alecrim Team"
25-05-2025,161b5245e4bb6c5fb99407313df9c260dad0e973cc73935572b20913dec08348,3901f9b14fd12fba0d2db53d488183287e4822c40b6c066d408258a6a98ddaec,Fabulous boutique hotel,"Fabulous location, very friendly and professional staff. Beautiful room and breakfast. ",Nothing,9,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Amanda,
Thank you for your recent stay and for awarding us a perfect rating. Your glowing feedback made our day! We're dedicated to providing memorable experiences, and your satisfaction lets us know we're on the right track. We eagerly await your next visit and the chance to to fulfil your expectations once more.
Warm Regards,
Alecrim Team"
25-05-2025,f464a686b968ed18cdbca193a9bb1b823db7dc5e182276f0b69c6d36cd48e76b,74f066e6a818fe653c232c3180c6018b1fb38f0db5a3db2c38eb68ca3470568b,CENTRALLY LOCATED OLDE WORLD CHARM,Beautiful old property in the Chiado neighbourhood. Great location and an easy walk to everything. Staff were friendly and helpful. Breakfast was fabulous!! ,"For me, bed was a little bit firm and there was a bit of street noise until the early hours (our room faced the street which wouldn’t have helped).",8,10.0,7.5,10.0,10.0,10.0,7.5,"Dear Ann-Maree,
It was a pleasure to have met you and to have you as our guest. Thank you very much for your wonderful review. The title is great! Regarding the noise coming from the street, this is due to the fact that we are located in the city centre. We also have taken note of your comment regarding the bed.We hope to host you again in the near future.
Kind Regards,
Alecrim Team

"
